Title,Schema and Value Categories
Identifier,5c36a810-4033-437d-af01-3ade820323bc
Modified,2018-11-20T22:04:58

Section,Schema,Description,Ordered
Column.Value,5,I DIDN'T HAVE TIME,
Column.Value,6,DID NOT THINK SERIOUS ENOUGH/NEEDED,
Column.Value,7,NOT SATISFIED WITH HEALTH CARE RECEIVED,
Column.Value,8,OTHER REASON,
Column.Value,9,"ANXIETY, FEAR, AVOIDANCE OF MEDICAL CARE",
Table.Column,aj50_p,LANGUAGE DOCTOR SPEAKS TO R (PUF RECODE),true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,ENGLISH,
Column.Value,3,SPANISH,
Column.Value,4,VIETNAMESE,
Column.Value,5,KOREAN,
Column.Value,6,CANTONESE,
Column.Value,7,MANDARIN,
Column.Value,8,OTHER,
Table.Column,ak10a_p,SPOUSE'S EARNINGS LAST MONTH (PUF RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,0.0,
Column.Value,2,1.0,
Column.Value,3,10.0,
Column.Value,4,20.0,
Column.Value,5,35.0,
Column.Value,6,40.0,
Column.Value,7,50.0,
Column.Value,8,60.0,
Column.Value,9,80.0,
Column.Value,10,100.0,
Column.Value,11,102.0,
Column.Value,12,150.0,
Column.Value,13,160.0,
Column.Value,14,200.0,
Column.Value,15,225.0,
Column.Value,16,230.0,
Column.Value,17,240.0,
Column.Value,18,250.0,
Column.Value,19,260.0,
Column.Value,20,300.0,
Column.Value,21,350.0,
Column.Value,22,380.0,
Column.Value,23,400.0,
Column.Value,24,450.0,
Column.Value,25,480.0,
Column.Value,26,500.0,
Column.Value,27,550.0,
Column.Value,28,570.0,
Column.Value,29,600.0,
Column.Value,30,630.0,
Column.Value,31,700.0,
Column.Value,32,750.0,
Column.Value,33,800.0,
Column.Value,34,831.0,
Column.Value,35,850.0,
Column.Value,36,864.0,
Column.Value,37,880.0,
Column.Value,38,900.0,
Column.Value,39,907.0,
Column.Value,40,940.0,
Column.Value,41,1000.0,
Column.Value,42,1002.0,
Column.Value,43,1005.0,
Column.Value,44,1006.0,
Column.Value,45,1090.0,
Column.Value,46,1100.0,
Column.Value,47,1125.0,
Column.Value,48,1200.0,
Column.Value,49,1250.0,
Column.Value,50,1300.0,
Column.Value,51,1400.0,
Column.Value,52,1450.0,
Column.Value,53,1500.0,
Column.Value,54,1550.0,
Column.Value,55,1600.0,
Column.Value,56,1700.0,
Column.Value,57,1800.0,
Column.Value,58,1900.0,
Column.Value,59,1962.0,
Column.Value,60,2000.0,
Column.Value,61,2080.0,
Column.Value,62,2100.0,
Column.Value,63,2120.0,
Column.Value,64,2200.0,
Column.Value,65,2240.0,
Column.Value,66,2250.0,
Column.Value,67,2300.0,
Column.Value,68,2400.0,
Column.Value,69,2500.0,
Column.Value,70,2600.0,
Column.Value,71,2650.0,
Column.Value,72,2700.0,
Column.Value,73,2800.0,
Column.Value,74,2900.0,
Column.Value,75,3000.0,
Column.Value,76,3100.0,
Column.Value,77,3200.0,
Column.Value,78,3300.0,
Column.Value,79,3400.0,
Column.Value,80,3500.0,
Column.Value,81,3600.0,
Column.Value,82,3700.0,
Column.Value,83,3800.0,
Column.Value,84,3900.0,
Column.Value,85,4000.0,
Column.Value,86,4095.0,
Column.Value,87,4100.0,
Column.Value,88,4200.0,
Column.Value,89,4250.0,
Column.Value,90,4300.0,
Column.Value,91,4400.0,
Column.Value,92,4500.0,
Column.Value,93,4583.0,
Column.Value,94,4600.0,
Column.Value,95,4700.0,
Column.Value,96,4750.0,
Column.Value,97,4800.0,
Column.Value,98,5000.0,
Column.Value,99,5100.0,
Column.Value,100,5200.0,
Column.Value,101,5300.0,
Column.Value,102,5400.0,
Column.Value,103,5416.0,
Column.Value,104,5500.0,
Column.Value,105,5600.0,
Column.Value,106,5700.0,
Column.Value,107,5800.0,
Column.Value,108,5900.0,
Column.Value,109,6000.0,
Column.Value,110,6020.0,
Column.Value,111,6200.0,
Column.Value,112,6250.0,
Column.Value,113,6300.0,
Column.Value,114,6400.0,
Column.Value,115,6500.0,
Column.Value,116,6600.0,
Column.Value,117,6700.0,
Column.Value,118,6800.0,
Column.Value,119,7000.0,
Column.Value,120,7200.0,
Column.Value,121,7300.0,
Column.Value,122,7336.0,
Column.Value,123,7400.0,
Column.Value,124,7500.0,
Column.Value,125,7600.0,
Column.Value,126,7750.0,
Column.Value,127,7800.0,
Column.Value,128,7900.0,
Column.Value,129,8000.0,
Column.Value,130,8100.0,
Column.Value,131,8200.0,
Column.Value,132,8300.0,
Column.Value,133,8400.0,
Column.Value,134,8500.0,
Column.Value,135,8600.0,
Column.Value,136,8800.0,
Column.Value,137,8900.0,
Column.Value,138,9000.0,
Column.Value,139,9083.0,
Column.Value,140,9100.0,
Column.Value,141,9166.0,
Column.Value,142,9200.0,
Column.Value,143,9300.0,
Column.Value,144,9500.0,
Column.Value,145,9600.0,
Column.Value,146,9800.0,
Column.Value,147,9970.0,
Column.Value,148,10000.0,
Column.Value,149,10400.0,
Column.Value,150,10500.0,
Column.Value,151,10800.0,
Column.Value,152,11000.0,
Column.Value,153,11200.0,
Column.Value,154,11500.0,
Column.Value,155,12000.0,
Column.Value,156,12500.0,
Column.Value,157,13000.0,
Column.Value,158,13300.0,
Column.Value,159,13500.0,
Column.Value,160,14000.0,
Column.Value,161,15000.0,
Column.Value,162,16000.0,
Column.Value,163,17000.0,
Column.Value,164,17500.0,
Column.Value,165,18000.0,
Column.Value,166,18300.0,
Column.Value,167,18750.0,
Column.Value,168,19000.0,
Column.Value,169,20000.0,
Column.Value,170,21000.0,
Column.Value,171,22000.0,
Column.Value,172,22200.0,
Column.Value,173,23000.0,
Column.Value,174,24000.0,
Column.Value,175,25000.0,
Column.Value,176,26000.0,
Column.Value,177,27000.0,
Column.Value,178,28000.0,
Column.Value,179,30000.0,
Table.Column,ak10_p,RESPONDENT'S EARNINGS LAST MONTH (PUF RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,0.0,
Column.Value,2,1.0,
Column.Value,3,2.0,
Column.Value,4,6.0,
Column.Value,5,10.0,
Column.Value,6,20.0,
Column.Value,7,21.0,
Column.Value,8,23.0,
Column.Value,9,30.0,
Column.Value,10,35.0,
Column.Value,11,40.0,
Column.Value,12,44.0,
Column.Value,13,45.0,
Column.Value,14,46.0,
Column.Value,15,50.0,
Column.Value,16,60.0,
Column.Value,17,62.0,
Column.Value,18,70.0,
Column.Value,19,75.0,
Column.Value,20,80.0,
Column.Value,21,90.0,
Column.Value,22,100.0,
Column.Value,23,101.0,
Column.Value,24,115.0,
Column.Value,25,120.0,
Column.Value,26,130.0,
Column.Value,27,139.0,
Column.Value,28,140.0,
Column.Value,29,150.0,
Column.Value,30,155.0,
Column.Value,31,158.0,
Column.Value,32,160.0,
Column.Value,33,165.0,
Column.Value,34,166.0,
Column.Value,35,167.0,
Column.Value,36,170.0,
Column.Value,37,175.0,
Column.Value,38,180.0,
Column.Value,39,190.0,
Column.Value,40,198.0,
Column.Value,41,200.0,
Column.Value,42,220.0,
Column.Value,43,224.0,
Column.Value,44,235.0,
Column.Value,45,240.0,
Column.Value,46,250.0,
Column.Value,47,260.0,
Column.Value,48,265.0,
Column.Value,49,270.0,
Column.Value,50,280.0,
Column.Value,51,300.0,
Column.Value,52,305.0,
Column.Value,53,308.0,
Column.Value,54,316.0,
Column.Value,55,320.0,
Column.Value,56,321.0,
Column.Value,57,325.0,
Column.Value,58,340.0,
Column.Value,59,350.0,
Column.Value,60,357.0,
Column.Value,61,360.0,
Column.Value,62,370.0,
Column.Value,63,375.0,
Column.Value,64,378.0,
Column.Value,65,380.0,
Column.Value,66,390.0,
Column.Value,67,400.0,
Column.Value,68,425.0,
Column.Value,69,432.0,
Column.Value,70,444.0,
Column.Value,71,450.0,
Column.Value,72,452.0,
Column.Value,73,470.0,
Column.Value,74,473.0,
Column.Value,75,475.0,
Column.Value,76,476.0,
Column.Value,77,480.0,
Column.Value,78,493.0,
Column.Value,79,500.0,
Column.Value,80,511.0,
Column.Value,81,512.0,
Column.Value,82,517.0,
Column.Value,83,520.0,
Column.Value,84,525.0,
Column.Value,85,530.0,
Column.Value,86,538.0,
Column.Value,87,549.0,
Column.Value,88,550.0,
Column.Value,89,556.0,
Column.Value,90,560.0,
Column.Value,91,580.0,
Column.Value,92,600.0,
Column.Value,93,618.0,
Column.Value,94,620.0,
Column.Value,95,625.0,
Column.Value,96,630.0,
Column.Value,97,632.0,
Column.Value,98,640.0,
Column.Value,99,650.0,
Column.Value,100,680.0,
Column.Value,101,700.0,
Column.Value,102,720.0,
Column.Value,103,750.0,
Column.Value,104,760.0,
Column.Value,105,780.0,
Column.Value,106,800.0,
Column.Value,107,810.0,
Column.Value,108,820.0,
Column.Value,109,849.0,
Column.Value,110,850.0,
Column.Value,111,855.0,
Column.Value,112,860.0,
Column.Value,113,862.0,
Column.Value,114,864.0,
Column.Value,115,875.0,
Column.Value,116,882.0,
Column.Value,117,896.0,
Column.Value,118,900.0,
Column.Value,119,910.0,
Column.Value,120,915.0,
Column.Value,121,920.0,
Column.Value,122,923.0,
Column.Value,123,924.0,
Column.Value,124,938.0,
Column.Value,125,940.0,
Column.Value,126,943.0,
Column.Value,127,950.0,
Column.Value,128,960.0,
Column.Value,129,963.0,
Column.Value,130,976.0,
Column.Value,131,977.0,
Column.Value,132,980.0,
Column.Value,133,983.0,
Column.Value,134,990.0,
Column.Value,135,999.0,
Column.Value,136,1000.0,
Column.Value,137,1005.0,
Column.Value,138,1012.0,
Column.Value,139,1015.0,
Column.Value,140,1030.0,
Column.Value,141,1050.0,
Column.Value,142,1085.0,
Column.Value,143,1100.0,
Column.Value,144,1105.0,
Column.Value,145,1120.0,
Column.Value,146,1122.0,
Column.Value,147,1129.0,
Column.Value,148,1136.0,
Column.Value,149,1148.0,
Column.Value,150,1150.0,
Column.Value,151,1170.0,
Column.Value,152,1180.0,
Column.Value,153,1200.0,
Column.Value,154,1220.0,
Column.Value,155,1240.0,
Column.Value,156,1250.0,
Column.Value,157,1300.0,
Column.Value,158,1350.0,
Column.Value,159,1360.0,
Column.Value,160,1395.0,
Column.Value,161,1400.0,
Column.Value,162,1428.0,
Column.Value,163,1450.0,
Column.Value,164,1490.0,
Column.Value,165,1500.0,
Column.Value,166,1528.0,
Column.Value,167,1530.0,
Column.Value,168,1575.0,
Column.Value,169,1600.0,
Column.Value,170,1650.0,
Column.Value,171,1656.0,
Column.Value,172,1680.0,
Column.Value,173,1690.0,
Column.Value,174,1700.0,
Column.Value,175,1720.0,
Column.Value,176,1723.0,
Column.Value,177,1728.0,
Column.Value,178,1750.0,
Column.Value,179,1800.0,
Column.Value,180,1850.0,
Column.Value,181,1885.0,
Column.Value,182,1900.0,
Column.Value,183,1911.0,
Column.Value,184,1920.0,
Column.Value,185,1945.0,
Column.Value,186,2000.0,
Column.Value,187,2003.0,
Column.Value,188,2060.0,
Column.Value,189,2080.0,
Column.Value,190,2100.0,
Column.Value,191,2125.0,
Column.Value,192,2130.0,
Column.Value,193,2150.0,
Column.Value,194,2200.0,
Column.Value,195,2240.0,
Column.Value,196,2250.0,
Column.Value,197,2300.0,
Column.Value,198,2400.0,
Column.Value,199,2450.0,
Column.Value,200,2500.0,
Column.Value,201,2600.0,
Column.Value,202,2700.0,
Column.Value,203,2720.0,
Column.Value,204,2750.0,
Column.Value,205,2774.0,
Column.Value,206,2790.0,
Column.Value,207,2800.0,
Column.Value,208,2850.0,
Column.Value,209,2900.0,
Column.Value,210,2971.0,
Column.Value,211,3000.0,
Column.Value,212,3001.0,
Column.Value,213,3030.0,
Column.Value,214,3100.0,
Column.Value,215,3200.0,
Column.Value,216,3235.0,
Column.Value,217,3250.0,
Column.Value,218,3252.0,
Column.Value,219,3285.0,
Column.Value,220,3300.0,
Column.Value,221,3350.0,
Column.Value,222,3400.0,
Column.Value,223,3450.0,
Column.Value,224,3460.0,
Column.Value,225,3500.0,
Column.Value,226,3524.0,
Column.Value,227,3550.0,
Column.Value,228,3600.0,
Column.Value,229,3615.0,
Column.Value,230,3650.0,
Column.Value,231,3668.0,
Column.Value,232,3700.0,
Column.Value,233,3727.0,
Column.Value,234,3755.0,
Column.Value,235,3800.0,
Column.Value,236,3828.0,
Column.Value,237,3900.0,
Column.Value,238,3938.0,
Column.Value,239,3950.0,
Column.Value,240,3958.0,
Column.Value,241,3983.0,
Column.Value,242,3990.0,
Column.Value,243,4000.0,
Column.Value,244,4045.0,
Column.Value,245,4072.0,
Column.Value,246,4100.0,
Column.Value,247,4200.0,
Column.Value,248,4240.0,
Column.Value,249,4250.0,
Column.Value,250,4280.0,
Column.Value,251,4300.0,
Column.Value,252,4347.0,
Column.Value,253,4400.0,
Column.Value,254,4411.0,
Column.Value,255,4416.0,
Column.Value,256,4430.0,
Column.Value,257,4450.0,
Column.Value,258,4456.0,
Column.Value,259,4500.0,
Column.Value,260,4600.0,
Column.Value,261,4700.0,
Column.Value,262,4741.0,
Column.Value,263,4750.0,
Column.Value,264,4800.0,
Column.Value,265,4900.0,
Column.Value,266,4960.0,
Column.Value,267,5000.0,
Column.Value,268,5002.0,
Column.Value,269,5087.0,
Column.Value,270,5100.0,
Column.Value,271,5139.0,
Column.Value,272,5200.0,
Column.Value,273,5236.0,
Column.Value,274,5280.0,
Column.Value,275,5300.0,
Column.Value,276,5400.0,
Column.Value,277,5500.0,
Column.Value,278,5572.0,
Column.Value,279,5600.0,
Column.Value,280,5644.0,
Column.Value,281,5700.0,
Column.Value,282,5726.0,
Column.Value,283,5750.0,
Column.Value,284,5800.0,
Column.Value,285,5881.0,
Column.Value,286,5900.0,
Column.Value,287,6000.0,
Column.Value,288,6100.0,
Column.Value,289,6167.0,
Column.Value,290,6169.0,
Column.Value,291,6200.0,
Column.Value,292,6300.0,
Column.Value,293,6400.0,
Column.Value,294,6417.0,
Column.Value,295,6500.0,
Column.Value,296,6600.0,
Column.Value,297,6654.0,
Column.Value,298,6666.0,
Column.Value,299,6700.0,
Column.Value,300,6750.0,
Column.Value,301,6800.0,
Column.Value,302,6850.0,
Column.Value,303,6864.0,
Column.Value,304,6900.0,
Column.Value,305,7000.0,
Column.Value,306,7030.0,
Column.Value,307,7092.0,
Column.Value,308,7100.0,
Column.Value,309,7200.0,
Column.Value,310,7243.0,
Column.Value,311,7300.0,
Column.Value,312,7400.0,
Column.Value,313,7500.0,
Column.Value,314,7600.0,
Column.Value,315,7650.0,
Column.Value,316,7700.0,
Column.Value,317,7752.0,
Column.Value,318,7760.0,
Column.Value,319,7800.0,
Column.Value,320,7900.0,
Column.Value,321,8000.0,
Column.Value,322,8008.0,
Column.Value,323,8200.0,
Column.Value,324,8300.0,
Column.Value,325,8400.0,
Column.Value,326,8414.0,
Column.Value,327,8424.0,
Column.Value,328,8500.0,
Column.Value,329,8600.0,
Column.Value,330,8667.0,
Column.Value,331,8700.0,
Column.Value,332,8750.0,
Column.Value,333,8800.0,
Column.Value,334,8888.0,
Column.Value,335,8900.0,
Column.Value,336,8916.0,
Column.Value,337,9000.0,
Column.Value,338,9167.0,
Column.Value,339,9200.0,
Column.Value,340,9250.0,
Column.Value,341,9300.0,
Column.Value,342,9400.0,
Column.Value,343,9445.0,
Column.Value,344,9500.0,
Column.Value,345,9583.0,
Column.Value,346,9600.0,
Column.Value,347,9615.0,
Column.Value,348,9700.0,
Column.Value,349,9750.0,
Column.Value,350,9800.0,
Column.Value,351,10000.0,
Column.Value,352,10100.0,
Column.Value,353,10200.0,
Column.Value,354,10250.0,
Column.Value,355,10300.0,
Column.Value,356,10400.0,
Column.Value,357,10500.0,
Column.Value,358,10600.0,
Column.Value,359,10800.0,
Column.Value,360,10833.0,
Column.Value,361,11000.0,
Column.Value,362,11200.0,
Column.Value,363,11300.0,
Column.Value,364,11361.0,
Column.Value,365,11500.0,
Column.Value,366,11600.0,
Column.Value,367,11700.0,
Column.Value,368,11702.0,
Column.Value,369,11800.0,
Column.Value,370,12000.0,
Column.Value,371,12300.0,
Column.Value,372,12400.0,
Column.Value,373,12460.0,
Column.Value,374,12500.0,
Column.Value,375,12561.0,
Column.Value,376,12600.0,
Column.Value,377,13000.0,
Column.Value,378,13350.0,
Column.Value,379,13500.0,
Column.Value,380,13610.0,
Column.Value,381,13750.0,
Column.Value,382,14000.0,
Column.Value,383,14500.0,
Column.Value,384,15000.0,
Column.Value,385,15500.0,
Column.Value,386,15800.0,
Column.Value,387,16000.0,
Column.Value,388,16500.0,
Column.Value,389,16550.0,
Column.Value,390,16666.0,
Column.Value,391,16700.0,
Column.Value,392,17000.0,
Column.Value,393,17500.0,
Column.Value,394,18000.0,
Column.Value,395,18400.0,
Column.Value,396,19000.0,
Column.Value,397,20000.0,
Column.Value,398,20200.0,
Column.Value,399,20500.0,
Column.Value,400,20833.0,
Column.Value,401,21000.0,
Column.Value,402,22000.0,
Column.Value,403,22500.0,
Column.Value,404,23000.0,
Column.Value,405,24000.0,
Column.Value,406,25000.0,
Column.Value,407,26000.0,
Column.Value,408,27000.0,
Column.Value,409,28000.0,
Column.Value,410,29000.0,
Column.Value,411,30000.0,
Table.Column,ak22_p1,HH TOTAL ANN. INC BEFORE TAXES (PUF 1 YR RECODE),true
Column.Value,0,LESS THAN 10000,
Column.Value,1,"10,000-19,999",
Column.Value,2,"20,000-29,999",
Column.Value,3,"30,000-39,999",
Column.Value,4,"40,000-49,999",
Column.Value,5,"50,000-59,999",
Column.Value,6,"60,000-69,999",
Column.Value,7,"70,000-79,999",
Column.Value,8,"80,000-89,999",
Column.Value,9,"90,000-99,999",
Column.Value,10,"100,000-109,999",
Column.Value,11,"110,000-119,999",
Column.Value,12,"120,000-129,000",
Column.Value,13,"130,000-139,000",
Column.Value,14,"140,000-149,999",
Column.Value,15,"150,000-159,999",
Column.Value,16,"160,000-169,999",
Column.Value,17,"170,000-179,000",
Column.Value,18,"OVER 180,000",
Table.Column,ak2_p1,MAIN REASON FOR NOT WORKING LAST WEEK (PUF 1 YR RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,TAKING CARE OF HOUSE OR FAMILY,
Column.Value,2,ON PLANNED VACATION,
Column.Value,3,COULDN'T FIND A JOB,
Column.Value,4,GOING TO SCHOOL/STUDENT,
Column.Value,5,RETIRED,
Column.Value,6,PHYSICAL DISABILITY,
Column.Value,7,UNABLE TO WORK TEMPORARILY,
Column.Value,8,ON LAYOFF OR STRIKE,
Column.Value,9,OFF SEASON,
Column.Value,10,SICK,
Column.Value,11,OTHER,
Table.Column,ak33_p1,# OF PERSONS SUPPORTED BY HH INCOME NOT IN HH (PUF 1 YR RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,1.0,
Column.Value,2,2.0,
Column.Value,3,3.0,
Table.Column,am38_p1,MAIN REASON FOR LAST MOVE (PUF 1 YR RECODE),true
Column.Value,0,INAPPLICABLE,
Column.Value,1,CHANGE IN MARITAL/RELATIONSHIP STATUS,
Column.Value,2,TO ESTABLISH OWN HOUSEHOLD,
Column.Value,3,FOR CHILD'S EDUCATION/TO ATTEND OR LEAVE COLLEGE,
Column.Value,4,WORK RELATED,
Column.Value,5,COULDN'T AFFORD MORTGAGE/RENT,
Column.Value,6,OTHER HOUSING RELATED,
Column.Value,7,BETTER NEIGHBORHOOD/LESS CRIME,
Column.Value,8,CLOSER TO FAMILY OR FAMILY-RELATED REASONS,
Column.Value,9,CHANGES IN RENTING/LEASE,
Column.Value,10,HEALTH OR MEDICAL REASONS,
Column.Value,11,OTHER,
Table.Column,bmi_p,BODY MASS INDEX (PUF RECODE),true
Column.Value,0,12.24,
Column.Value,1,12.65,
Column.Value,2,13.39,
Column.Value,3,13.54,
Column.Value,4,13.6,
Column.Value,5,13.72,
Column.Value,6,14.12,
Column.Value,7,14.19,
Column.Value,8,14.44,
Column.Value,9,14.53,
Column.Value,10,14.61,
Column.Value,11,14.7,
Column.Value,12,14.75,
Column.Value,13,14.76,
Column.Value,14,14.89,
Column.Value,15,14.9,
Column.Value,16,15.03,
Column.Value,17,15.06,
Column.Value,18,15.11,
Column.Value,19,15.17,
Column.Value,20,15.24,
Column.Value,21,15.33,
Column.Value,22,15.4,
Column.Value,23,15.43,
Column.Value,24,15.46,
Column.Value,25,15.55,
Column.Value,26,15.7,
Column.Value,27,15.76,
Column.Value,28,15.83,
Column.Value,29,15.85,
Column.Value,30,15.88,
Column.Value,31,15.92,
Column.Value,32,16.02,
Column.Value,33,16.05,
Column.Value,34,16.07,
Column.Value,35,16.1,
Column.Value,36,16.14,
Column.Value,37,16.16,
Column.Value,38,16.17,
Column.Value,39,16.22,
Column.Value,40,16.24,
Column.Value,41,16.25,
Column.Value,42,16.29,
Column.Value,43,16.32,
Column.Value,44,16.33,
Column.Value,45,16.39,
Column.Value,46,16.46,
Column.Value,47,16.48,
Column.Value,48,16.55,
Column.Value,49,16.56,
Column.Value,50,16.57,
Column.Value,51,16.63,
Column.Value,52,16.66,
Column.Value,53,16.67,
Column.Value,54,16.7,
Column.Value,55,16.71,
Column.Value,56,16.73,
Column.Value,57,16.74,
Column.Value,58,16.75,
Column.Value,59,16.79,
Column.Value,60,16.8,
Column.Value,61,16.83,
Column.Value,62,16.88,
Column.Value,63,16.89,
Column.Value,64,16.93,
Column.Value,65,16.95,
Column.Value,66,16.97,
Column.Value,67,17.01,
Column.Value,68,17.04,
Column.Value,69,17.05,
Column.Value,70,17.07,
Column.Value,71,17.1,
Column.Value,72,17.16,
Column.Value,73,17.18,
Column.Value,74,17.19,
Column.Value,75,17.24,
Column.Value,76,17.27,
Column.Value,77,17.28,
Column.Value,78,17.3,
Column.Value,79,17.32,
Column.Value,80,17.33,
Column.Value,81,17.36,
Column.Value,82,17.41,
Column.Value,83,17.42,
Column.Value,84,17.43,
Column.Value,85,17.45,
Column.Value,86,17.47,
Column.Value,87,17.48,
Column.Value,88,17.49,
Column.Value,89,17.5,
Column.Value,90,17.56,
Column.Value,91,17.58,
Column.Value,92,17.61,
Column.Value,93,17.63,
Column.Value,94,17.66,
Column.Value,95,17.68,
Column.Value,96,17.72,
Column.Value,97,17.73,
Column.Value,98,17.75,
Column.Value,99,17.77,
Column.Value,100,17.78,
Column.Value,101,17.83,
Column.Value,102,17.85,
Column.Value,103,17.87,
Column.Value,104,17.88,
Column.Value,105,17.89,
Column.Value,106,17.9,
Column.Value,107,17.93,
Column.Value,108,17.94,
Column.Value,109,17.97,
Column.Value,110,17.99,
Column.Value,111,18.0,
Column.Value,112,18.03,
Column.Value,113,18.05,
Column.Value,114,18.06,
Column.Value,115,18.07,
Column.Value,116,18.1,
Column.Value,117,18.16,
Column.Value,118,18.18,
Column.Value,119,18.19,
Column.Value,120,18.2,
Column.Value,121,18.21,
Column.Value,122,18.22,
Column.Value,123,18.25,
Column.Value,124,18.26,
Column.Value,125,18.27,
Column.Value,126,18.28,
Column.Value,127,18.29,
Column.Value,128,18.31,
Column.Value,129,18.32,
Column.Value,130,18.33,
Column.Value,131,18.34,
Column.Value,132,18.35,
Column.Value,133,18.37,
Column.Value,134,18.4,
Column.Value,135,18.43,
Column.Value,136,18.44,
Column.Value,137,18.47,
Column.Value,138,18.48,
Column.Value,139,18.49,
Column.Value,140,18.5,
Column.Value,141,18.51,
Column.Value,142,18.52,
Column.Value,143,18.53,
Column.Value,144,18.55,
Column.Value,145,18.56,
Column.Value,146,18.58,
Column.Value,147,18.61,
Column.Value,148,18.64,
Column.Value,149,18.65,
Column.Value,150,18.66,
Column.Value,151,18.69,
Column.Value,152,18.75,
Column.Value,153,18.76,
Column.Value,154,18.77,
Column.Value,155,18.78,
Column.Value,156,18.83,
Column.Value,157,18.85,
Column.Value,158,18.88,
Column.Value,159,18.9,
Column.Value,160,18.94,
Column.Value,161,18.95,
Column.Value,162,18.96,
Column.Value,163,18.97,
Column.Value,164,18.99,
Column.Value,165,19.04,
Column.Value,166,19.07,
Column.Value,167,19.08,
Column.Value,168,19.09,
Column.Value,169,19.1,
Column.Value,170,19.11,
Column.Value,171,19.12,
Column.Value,172,19.13,
Column.Value,173,19.14,
Column.Value,174,19.15,
Column.Value,175,19.16,
Column.Value,176,19.18,
Column.Value,177,19.22,
Column.Value,178,19.24,
Column.Value,179,19.25,
Column.Value,180,19.26,
Column.Value,181,19.27,
Column.Value,182,19.29,
Column.Value,183,19.3,
Column.Value,184,19.31,
Column.Value,185,19.32,
Column.Value,186,19.33,
Column.Value,187,19.35,
Column.Value,188,19.37,
Column.Value,189,19.4,
Column.Value,190,19.44,
Column.Value,191,19.45,
Column.Value,192,19.46,
Column.Value,193,19.47,
Column.Value,194,19.48,
Column.Value,195,19.49,
Column.Value,196,19.5,
Column.Value,197,19.51,
Column.Value,198,19.52,
Column.Value,199,19.53,
Column.Value,200,19.55,
Column.Value,201,19.6,
Column.Value,202,19.61,
Column.Value,203,19.62,
Column.Value,204,19.63,
Column.Value,205,19.64,
Column.Value,206,19.66,
Column.Value,207,19.67,
Column.Value,208,19.68,
Column.Value,209,19.69,
Column.Value,210,19.7,
Column.Value,211,19.76,
Column.Value,212,19.77,
Column.Value,213,19.78,
Column.Value,214,19.81,
Column.Value,215,19.83,
Column.Value,216,19.84,
Column.Value,217,19.85,
Column.Value,218,19.88,
Column.Value,219,19.89,
Column.Value,220,19.9,
Column.Value,221,19.91,
Column.Value,222,19.93,
Column.Value,223,19.94,
Column.Value,224,19.97,
Column.Value,225,19.99,
Column.Value,226,20.0,
Column.Value,227,20.01,
Column.Value,228,20.02,
Column.Value,229,20.03,
Column.Value,230,20.04,
Column.Value,231,20.05,
Column.Value,232,20.06,
Column.Value,233,20.09,
Column.Value,234,20.12,
Column.Value,235,20.14,
Column.Value,236,20.15,
Column.Value,237,20.16,
Column.Value,238,20.2,
Column.Value,239,20.22,
Column.Value,240,20.24,
Column.Value,241,20.25,
Column.Value,242,20.28,
Column.Value,243,20.29,
Column.Value,244,20.3,
Column.Value,245,20.31,
Column.Value,246,20.32,
Column.Value,247,20.33,
Column.Value,248,20.34,
Column.Value,249,20.38,
Column.Value,250,20.39,
Column.Value,251,20.4,
Column.Value,252,20.41,
Column.Value,253,20.42,
Column.Value,254,20.43,
Column.Value,255,20.44,
Column.Value,256,20.45,
Column.Value,257,20.46,
Column.Value,258,20.47,
Column.Value,259,20.49,
Column.Value,260,20.51,
Column.Value,261,20.53,
Column.Value,262,20.54,
Column.Value,263,20.55,
Column.Value,264,20.56,
Column.Value,265,20.57,
Column.Value,266,20.58,
Column.Value,267,20.59,
Column.Value,268,20.61,
Column.Value,269,20.62,
Column.Value,270,20.66,
Column.Value,271,20.67,
Column.Value,272,20.7,
Column.Value,273,20.72,
Column.Value,274,20.73,
Column.Value,275,20.76,
Column.Value,276,20.77,
Column.Value,277,20.78,
Column.Value,278,20.79,
Column.Value,279,20.8,
Column.Value,280,20.81,
Column.Value,281,20.83,
Column.Value,282,20.86,
Column.Value,283,20.88,
Column.Value,284,20.89,
Column.Value,285,20.9,
Column.Value,286,20.91,
Column.Value,287,20.92,
Column.Value,288,20.96,
Column.Value,289,20.98,
Column.Value,290,20.99,
Column.Value,291,21.0,
Column.Value,292,21.01,
Column.Value,293,21.03,
Column.Value,294,21.04,
Column.Value,295,21.05,
Column.Value,296,21.07,
Column.Value,297,21.08,
Column.Value,298,21.09,
Column.Value,299,21.13,
Column.Value,300,21.14,
Column.Value,301,21.15,
Column.Value,302,21.16,
Column.Value,303,21.17,
Column.Value,304,21.18,
Column.Value,305,21.19,
Column.Value,306,21.2,
Column.Value,307,21.21,
Column.Value,308,21.22,
Column.Value,309,21.23,
Column.Value,310,21.26,
Column.Value,311,21.28,
Column.Value,312,21.29,
Column.Value,313,21.3,
Column.Value,314,21.31,
Column.Value,315,21.33,
Column.Value,316,21.34,
